Condition,CodeType,DxCode2017,DxCodeLocation
STRKETIA,ICD10DX,S02.641A,ANY
STRKETIA,ICD10DX,S02.641B,ANY
STRKETIA,ICD10DX,S02.642A,ANY
STRKETIA,ICD10DX,S02.642B,ANY
STRKETIA,ICD10DX,S02.64XA,ANY
STRKETIA,ICD10DX,S02.64XB,ANY
STRKETIA,ICD10DX,S02.650A,ANY
STRKETIA,ICD10DX,S02.650B,ANY
STRKETIA,ICD10DX,S02.651A,ANY
STRKETIA,ICD10DX,S02.651B,ANY
STRKETIA,ICD10DX,S02.652A,ANY
STRKETIA,ICD10DX,S02.652B,ANY
STRKETIA,ICD10DX,S02.65XA,ANY
STRKETIA,ICD10DX,S02.65XB,ANY
STRKETIA,ICD10DX,S02.66XA,ANY
STRKETIA,ICD10DX,S02.66XB,ANY
STRKETIA,ICD10DX,S02.670A,ANY
STRKETIA,ICD10DX,S02.670B,ANY
STRKETIA,ICD10DX,S02.671A,ANY
STRKETIA,ICD10DX,S02.671B,ANY
STRKETIA,ICD10DX,S02.672A,ANY
STRKETIA,ICD10DX,S02.672B,ANY
STRKETIA,ICD10DX,S02.67XA,ANY
STRKETIA,ICD10DX,S02.67XB,ANY
STRKETIA,ICD10DX,S02.69XA,ANY
STRKETIA,ICD10DX,S02.69XB,ANY
STRKETIA,ICD10DX,S02.80XA,ANY
STRKETIA,ICD10DX,S02.80XB,ANY
STRKETIA,ICD10DX,S02.81XA,ANY
STRKETIA,ICD10DX,S02.81XB,ANY
STRKETIA,ICD10DX,S02.82XA,ANY
STRKETIA,ICD10DX,S02.82XB,ANY
STRKETIA,ICD10DX,S02.831A,ANY
STRKETIA,ICD10DX,S02.831B,ANY
STRKETIA,ICD10DX,S02.831D,ANY
STRKETIA,ICD10DX,S02.831G,ANY
STRKETIA,ICD10DX,S02.831K,ANY
STRKETIA,ICD10DX,S02.831S,ANY
STRKETIA,ICD10DX,S02.832A,ANY
STRKETIA,ICD10DX,S02.832B,ANY
STRKETIA,ICD10DX,S02.832D,ANY
STRKETIA,ICD10DX,S02.832G,ANY
STRKETIA,ICD10DX,S02.832K,ANY
STRKETIA,ICD10DX,S02.832S,ANY
STRKETIA,ICD10DX,S02.839A,ANY
STRKETIA,ICD10DX,S02.839B,ANY
STRKETIA,ICD10DX,S02.839D,ANY
STRKETIA,ICD10DX,S02.839G,ANY
STRKETIA,ICD10DX,S02.839K,ANY
STRKETIA,ICD10DX,S02.839S,ANY
STRKETIA,ICD10DX,S02.841A,ANY
STRKETIA,ICD10DX,S02.841B,ANY
STRKETIA,ICD10DX,S02.841D,ANY
STRKETIA,ICD10DX,S02.841G,ANY
STRKETIA,ICD10DX,S02.841K,ANY
STRKETIA,ICD10DX,S02.841S,ANY
STRKETIA,ICD10DX,S02.842A,ANY
STRKETIA,ICD10DX,S02.842B,ANY
STRKETIA,ICD10DX,S02.842D,ANY
STRKETIA,ICD10DX,S02.842G,ANY
STRKETIA,ICD10DX,S02.842K,ANY
STRKETIA,ICD10DX,S02.842S,ANY
STRKETIA,ICD10DX,S02.849A,ANY
STRKETIA,ICD10DX,S02.849B,ANY
STRKETIA,ICD10DX,S02.849D,ANY
STRKETIA,ICD10DX,S02.849G,ANY
STRKETIA,ICD10DX,S02.849K,ANY
STRKETIA,ICD10DX,S02.849S,ANY
STRKETIA,ICD10DX,S02.85XA,ANY
STRKETIA,ICD10DX,S02.85XB,ANY
STRKETIA,ICD10DX,S02.85XD,ANY
STRKETIA,ICD10DX,S02.85XG,ANY
STRKETIA,ICD10DX,S02.85XK,ANY
STRKETIA,ICD10DX,S02.85XS,ANY
STRKETIA,ICD10DX,S02.8XXA,ANY
STRKETIA,ICD10DX,S02.8XXB,ANY
STRKETIA,ICD10DX,S02.91XA,ANY
STRKETIA,ICD10DX,S02.91XB,ANY
STRKETIA,ICD10DX,S02.92XA,ANY
STRKETIA,ICD10DX,S02.92XB,ANY
STRKETIA,ICD10DX,S06.0X0A,ANY
STRKETIA,ICD10DX,S06.0X1A,ANY
STRKETIA,ICD10DX,S06.0X2A,ANY
STRKETIA,ICD10DX,S06.0X3A,ANY
STRKETIA,ICD10DX,S06.0X4A,ANY
STRKETIA,ICD10DX,S06.0X5A,ANY
STRKETIA,ICD10DX,S06.0X6A,ANY
STRKETIA,ICD10DX,S06.0X7A,ANY
STRKETIA,ICD10DX,S06.0X8A,ANY
STRKETIA,ICD10DX,S06.0X9A,ANY
STRKETIA,ICD10DX,S06.1X0A,ANY
STRKETIA,ICD10DX,S06.1X1A,ANY
STRKETIA,ICD10DX,S06.1X2A,ANY
STRKETIA,ICD10DX,S06.1X3A,ANY
STRKETIA,ICD10DX,S06.1X4A,ANY
STRKETIA,ICD10DX,S06.1X5A,ANY
STRKETIA,ICD10DX,S06.1X6A,ANY
STRKETIA,ICD10DX,S06.1X7A,ANY
STRKETIA,ICD10DX,S06.1X8A,ANY
STRKETIA,ICD10DX,S06.1X9A,ANY
STRKETIA,ICD10DX,S06.2X0A,ANY
STRKETIA,ICD10DX,S06.2X1A,ANY
STRKETIA,ICD10DX,S06.2X2A,ANY
STRKETIA,ICD10DX,S06.2X3A,ANY
STRKETIA,ICD10DX,S06.2X4A,ANY
STRKETIA,ICD10DX,S06.2X5A,ANY
STRKETIA,ICD10DX,S06.2X6A,ANY
STRKETIA,ICD10DX,S06.2X7A,ANY
STRKETIA,ICD10DX,S06.2X8A,ANY
STRKETIA,ICD10DX,S06.2X9A,ANY
STRKETIA,ICD10DX,S06.300A,ANY
STRKETIA,ICD10DX,S06.301A,ANY
STRKETIA,ICD10DX,S06.302A,ANY
STRKETIA,ICD10DX,S06.303A,ANY
STRKETIA,ICD10DX,S06.304A,ANY
STRKETIA,ICD10DX,S06.305A,ANY
STRKETIA,ICD10DX,S06.306A,ANY
STRKETIA,ICD10DX,S06.307A,ANY
STRKETIA,ICD10DX,S06.308A,ANY
STRKETIA,ICD10DX,S06.309A,ANY
STRKETIA,ICD10DX,S06.310A,ANY
STRKETIA,ICD10DX,S06.311A,ANY
STRKETIA,ICD10DX,S06.312A,ANY
STRKETIA,ICD10DX,S06.313A,ANY
STRKETIA,ICD10DX,S06.314A,ANY
STRKETIA,ICD10DX,S06.315A,ANY
STRKETIA,ICD10DX,S06.316A,ANY
STRKETIA,ICD10DX,S06.317A,ANY
STRKETIA,ICD10DX,S06.318A,ANY
STRKETIA,ICD10DX,S06.319A,ANY
STRKETIA,ICD10DX,S06.320A,ANY
STRKETIA,ICD10DX,S06.321A,ANY
STRKETIA,ICD10DX,S06.322A,ANY
STRKETIA,ICD10DX,S06.323A,ANY
STRKETIA,ICD10DX,S06.324A,ANY
STRKETIA,ICD10DX,S06.325A,ANY
STRKETIA,ICD10DX,S06.326A,ANY
STRKETIA,ICD10DX,S06.327A,ANY
STRKETIA,ICD10DX,S06.328A,ANY
STRKETIA,ICD10DX,S06.329A,ANY
STRKETIA,ICD10DX,S06.330A,ANY
STRKETIA,ICD10DX,S06.331A,ANY
STRKETIA,ICD10DX,S06.332A,ANY
STRKETIA,ICD10DX,S06.333A,ANY
STRKETIA,ICD10DX,S06.334A,ANY
STRKETIA,ICD10DX,S06.335A,ANY
STRKETIA,ICD10DX,S06.336A,ANY
STRKETIA,ICD10DX,S06.337A,ANY
STRKETIA,ICD10DX,S06.338A,ANY
STRKETIA,ICD10DX,S06.339A,ANY
STRKETIA,ICD10DX,S06.340A,ANY
STRKETIA,ICD10DX,S06.341A,ANY
STRKETIA,ICD10DX,S06.342A,ANY
STRKETIA,ICD10DX,S06.343A,ANY
STRKETIA,ICD10DX,S06.344A,ANY
STRKETIA,ICD10DX,S06.345A,ANY
STRKETIA,ICD10DX,S06.346A,ANY
STRKETIA,ICD10DX,S06.347A,ANY
STRKETIA,ICD10DX,S06.348A,ANY
STRKETIA,ICD10DX,S06.349A,ANY
STRKETIA,ICD10DX,S06.350A,ANY
STRKETIA,ICD10DX,S06.351A,ANY
STRKETIA,ICD10DX,S06.352A,ANY
STRKETIA,ICD10DX,S06.353A,ANY
STRKETIA,ICD10DX,S06.354A,ANY
STRKETIA,ICD10DX,S06.355A,ANY
STRKETIA,ICD10DX,S06.356A,ANY
STRKETIA,ICD10DX,S06.357A,ANY
STRKETIA,ICD10DX,S06.358A,ANY
STRKETIA,ICD10DX,S06.359A,ANY
STRKETIA,ICD10DX,S06.360A,ANY
STRKETIA,ICD10DX,S06.361A,ANY
STRKETIA,ICD10DX,S06.362A,ANY
STRKETIA,ICD10DX,S06.363A,ANY
STRKETIA,ICD10DX,S06.364A,ANY
STRKETIA,ICD10DX,S06.365A,ANY
STRKETIA,ICD10DX,S06.366A,ANY
STRKETIA,ICD10DX,S06.367A,ANY
STRKETIA,ICD10DX,S06.368A,ANY
STRKETIA,ICD10DX,S06.369A,ANY
STRKETIA,ICD10DX,S06.370A,ANY
STRKETIA,ICD10DX,S06.371A,ANY
STRKETIA,ICD10DX,S06.372A,ANY
STRKETIA,ICD10DX,S06.373A,ANY
STRKETIA,ICD10DX,S06.374A,ANY
STRKETIA,ICD10DX,S06.375A,ANY
STRKETIA,ICD10DX,S06.376A,ANY
STRKETIA,ICD10DX,S06.377A,ANY
STRKETIA,ICD10DX,S06.378A,ANY
STRKETIA,ICD10DX,S06.379A,ANY
STRKETIA,ICD10DX,S06.380A,ANY
STRKETIA,ICD10DX,S06.381A,ANY
STRKETIA,ICD10DX,S06.382A,ANY
STRKETIA,ICD10DX,S06.383A,ANY
STRKETIA,ICD10DX,S06.384A,ANY
STRKETIA,ICD10DX,S06.385A,ANY
STRKETIA,ICD10DX,S06.386A,ANY
STRKETIA,ICD10DX,S06.387A,ANY
STRKETIA,ICD10DX,S06.388A,ANY
STRKETIA,ICD10DX,S06.389A,ANY
STRKETIA,ICD10DX,S06.4X0A,ANY
STRKETIA,ICD10DX,S06.4X1A,ANY
STRKETIA,ICD10DX,S06.4X2A,ANY
STRKETIA,ICD10DX,S06.4X3A,ANY
STRKETIA,ICD10DX,S06.4X4A,ANY
STRKETIA,ICD10DX,S06.4X5A,ANY
STRKETIA,ICD10DX,S06.4X6A,ANY
STRKETIA,ICD10DX,S06.4X7A,ANY
STRKETIA,ICD10DX,S06.4X8A,ANY
STRKETIA,ICD10DX,S06.4X9A,ANY
STRKETIA,ICD10DX,S06.5X0A,ANY
STRKETIA,ICD10DX,S06.5X1A,ANY
STRKETIA,ICD10DX,S06.5X2A,ANY
STRKETIA,ICD10DX,S06.5X3A,ANY
STRKETIA,ICD10DX,S06.5X4A,ANY
STRKETIA,ICD10DX,S06.5X5A,ANY
STRKETIA,ICD10DX,S06.5X6A,ANY
STRKETIA,ICD10DX,S06.5X7A,ANY
STRKETIA,ICD10DX,S06.5X8A,ANY
STRKETIA,ICD10DX,S06.5X9A,ANY
STRKETIA,ICD10DX,S06.6X0A,ANY
STRKETIA,ICD10DX,S06.6X1A,ANY
STRKETIA,ICD10DX,S06.6X2A,ANY
STRKETIA,ICD10DX,S06.6X3A,ANY
STRKETIA,ICD10DX,S06.6X4A,ANY
STRKETIA,ICD10DX,S06.6X5A,ANY
STRKETIA,ICD10DX,S06.6X6A,ANY
STRKETIA,ICD10DX,S06.6X7A,ANY
STRKETIA,ICD10DX,S06.6X8A,ANY
STRKETIA,ICD10DX,S06.6X9A,ANY
STRKETIA,ICD10DX,S06.810A,ANY
STRKETIA,ICD10DX,S06.811A,ANY
STRKETIA,ICD10DX,S06.812A,ANY
STRKETIA,ICD10DX,S06.813A,ANY
STRKETIA,ICD10DX,S06.814A,ANY
STRKETIA,ICD10DX,S06.815A,ANY
STRKETIA,ICD10DX,S06.816A,ANY
STRKETIA,ICD10DX,S06.817A,ANY
STRKETIA,ICD10DX,S06.818A,ANY
STRKETIA,ICD10DX,S06.819A,ANY
STRKETIA,ICD10DX,S06.820A,ANY
STRKETIA,ICD10DX,S06.821A,ANY
STRKETIA,ICD10DX,S06.822A,ANY
STRKETIA,ICD10DX,S06.823A,ANY
STRKETIA,ICD10DX,S06.824A,ANY
STRKETIA,ICD10DX,S06.825A,ANY
STRKETIA,ICD10DX,S06.826A,ANY
STRKETIA,ICD10DX,S06.827A,ANY
STRKETIA,ICD10DX,S06.828A,ANY
STRKETIA,ICD10DX,S06.829A,ANY
STRKETIA,ICD10DX,S06.890A,ANY
STRKETIA,ICD10DX,S06.891A,ANY
STRKETIA,ICD10DX,S06.892A,ANY
STRKETIA,ICD10DX,S06.893A,ANY
STRKETIA,ICD10DX,S06.894A,ANY
STRKETIA,ICD10DX,S06.895A,ANY
STRKETIA,ICD10DX,S06.896A,ANY
STRKETIA,ICD10DX,S06.897A,ANY
STRKETIA,ICD10DX,S06.898A,ANY
STRKETIA,ICD10DX,S06.899A,ANY
STRKETIA,ICD10DX,S06.9X0A,ANY
STRKETIA,ICD10DX,S06.9X1A,ANY
STRKETIA,ICD10DX,S06.9X2A,ANY
STRKETIA,ICD10DX,S06.9X3A,ANY
STRKETIA,ICD10DX,S06.9X4A,ANY
STRKETIA,ICD10DX,S06.9X5A,ANY
STRKETIA,ICD10DX,S06.9X6A,ANY
STRKETIA,ICD10DX,S06.9X7A,ANY
STRKETIA,ICD10DX,S06.9X8A,ANY
STRKETIA,ICD10DX,S06.9X9A,ANY
STRKETIA,ICD10DX,Z51.89,DX1
